Date,Open,High,Low,Close,Adj Close,Volume,Episode 0,Episode 1,Episode 2,Episode 3,Episode 4,Episode 5,Episode 6,Episode 7,Episode 8,Episode 9
2001-02-20,1301.530029,1307.160034,1278.439941,1278.939941,1278.939941,1112200000,5069.8499759999995,4924.180052999999,4917.950197,5038.279905000001,5100.499877000002,5036.639891,5037.480103,5100.3499759999995,5016.219971,5014.460082
2001-02-21,1278.939941,1282.969971,1253.160034,1255.270020,1255.270020,1208500000,5047.259888,4924.180052999999,4917.950197,5038.279905000001,5100.499877000002,4958.0698219999995,5037.480103,5100.3499759999995,5016.219971,5014.460082
2001-02-22,1255.270020,1259.939941,1228.329956,1252.819946,1252.819946,1365900000,5047.259888,4924.180052999999,4917.950197,5038.279905000001,5100.499877000002,4849.169797999999,5037.480103,5100.3499759999995,5016.219971,4940.260130999999
2001-02-23,1252.819946,1252.819946,1215.439941,1245.859985,1245.859985,1231300000,5047.259888,4924.180052999999,4917.950197,5038.279905000001,5100.499877000002,4849.169797999999,5037.480103,5100.3499759999995,5016.219971,4940.260130999999
2001-02-26,1245.859985,1267.689941,1241.709961,1267.650024,1267.650024,1130800000,5037.849853,4924.180052999999,4917.950197,5038.279905000001,5100.499877000002,4849.169797999999,5037.480103,5100.3499759999995,5016.219971,4940.260130999999
2001-02-27,1267.650024,1272.760010,1252.260010,1257.939941,1257.939941,1114100000,5037.849853,4924.180052999999,4917.950197,5026.989988000001,5100.499877000002,4849.169797999999,5037.480103,5100.3499759999995,4954.4000240000005,4940.260130999999
2001-02-28,1257.939941,1263.469971,1229.650024,1239.939941,1239.939941,1225300000,5037.849853,4924.180052999999,4917.950197,5032.109983000001,5100.499877000002,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4855.660032999999
2001-03-01,1239.939941,1241.359985,1214.500000,1241.229980,1241.229980,1294900000,5037.849853,4924.180052999999,4917.950197,5032.109983000001,5100.499877000002,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4855.660032999999
2001-03-02,1241.229980,1251.010010,1219.739990,1234.180054,1234.180054,1294000000,5026.259887,4924.180052999999,4917.950197,5032.109983000001,5100.499877000002,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4855.660032999999
2001-03-05,1234.180054,1242.550049,1234.040039,1241.410034,1241.410034,929200000,5026.259887,4924.180052999999,4917.950197,5032.109983000001,5100.499877000002,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4855.660032999999
2001-03-06,1241.410034,1267.420044,1241.410034,1253.800049,1253.800049,1091800000,5026.259887,4924.180052999999,4917.950197,5032.109983000001,5027.1499010000025,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4855.660032999999
2001-03-07,1253.800049,1263.859985,1253.800049,1261.890015,1261.890015,1132200000,5026.259887,4899.040160999999,4937.570192,5032.109983000001,5027.1499010000025,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4855.660032999999
2001-03-08,1261.890015,1266.500000,1257.599976,1264.739990,1264.739990,1114100000,5026.259887,4915.070190999999,4937.570192,5032.109983000001,5027.1499010000025,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4774.650023999999
2001-03-09,1264.739990,1264.739990,1228.420044,1233.420044,1233.420044,1085900000,5037.199828000001,4915.070190999999,4937.570192,5055.439939000002,5027.1499010000025,4849.169797999999,5037.480103,5045.019897,4954.4000240000005,4774.650023999999
2001-03-12,1233.420044,1233.420044,1176.780029,1180.160034,1180.160034,1229000000,5037.199828000001,4915.070190999999,4937.570192,5055.439939000002,5027.1499010000025,4708.859861999999,5037.480103,5045.019897,4954.4000240000005,4774.650023999999
2001-03-13,1180.160034,1197.829956,1171.500000,1197.660034,1197.660034,1360900000,5037.199828000001,4915.070190999999,4937.570192,5055.439939000002,4891.3898910000025,4708.859861999999,5037.480103,5045.019897,4954.4000240000005,4774.650023999999
2001-03-14,1197.660034,1197.660034,1155.349976,1166.709961,1166.709961,1397400000,5037.199828000001,4915.070190999999,4937.570192,5055.439939000002,4891.3898910000025,4708.859861999999,5037.480103,5045.019897,4954.4000240000005,4774.650023999999
2001-03-15,1166.709961,1182.040039,1166.709961,1173.560059,1173.560059,1259500000,5037.199828000001,4823.840210999999,4937.570192,5055.439939000002,4891.3898910000025,4708.859861999999,4849.240113,4882.259887,4778.5699460000005,4774.650023999999
2001-03-16,1173.560059,1173.560059,1148.640015,1150.530029,1150.530029,1543560000,5037.199828000001,4823.840210999999,4849.240236,5055.439939000002,4891.3898910000025,4708.859861999999,4849.240113,4707.849975,4778.5699460000005,4774.650023999999
2001-03-19,1150.530029,1173.500000,1147.180054,1170.810059,1170.810059,1126200000,5007.569823000001,4732.960205999999,4849.240236,5055.439939000002,4891.3898910000025,4708.859861999999,4635.600098,4515.839965,4778.5699460000005,4560.880003999999
2001-03-20,1170.810059,1180.560059,1142.189941,1142.619995,1142.619995,1235900000,5007.569823000001,4732.960205999999,4849.240236,5055.439939000002,4891.3898910000025,4538.779906,4635.600098,4515.839965,4778.5699460000005,4374.180052999998
2001-03-21,1142.619995,1149.390015,1118.739990,1122.140015,1122.140015,1346300000,5007.569823000001,4695.420166999998,4849.240236,5024.499875000001,4891.3898910000025,4538.779906,4635.600098,4515.839965,4778.5699460000005,4374.180052999998
2001-03-22,1122.140015,1124.270020,1081.189941,1117.579956,1117.579956,1723950000,5007.569823000001,4619.900147999999,4849.240236,5024.499875000001,4711.999877000002,4538.779906,4635.600098,4515.839965,4778.5699460000005,4374.180052999998
2001-03-23,1117.579956,1141.829956,1117.579956,1139.829956,1139.829956,1364900000,5007.569823000001,4566.670044999999,4849.240236,5024.499875000001,4711.999877000002,4538.779906,4635.600098,4515.839965,4553.2498780000005,4374.180052999998
2001-03-26,1139.829956,1160.020020,1139.829956,1152.689941,1152.689941,1114000000,5007.569823000001,4566.670044999999,4849.240236,5013.799802000001,4596.559813000002,4346.079833,4635.600098,4312.769897,4553.2498780000005,4374.180052999998
2001-03-27,1152.689941,1183.349976,1150.959961,1182.170044,1182.170044,1314200000,5007.569823000001,4566.670044999999,4849.240236,5013.799802000001,4596.559813000002,4184.009764,4414.5600589999995,4312.769897,4553.2498780000005,4374.180052999998
2001-03-28,1182.170044,1182.170044,1147.829956,1153.290039,1153.290039,1333400000,5007.569823000001,4566.670044999999,4849.240236,5013.799802000001,4596.559813000002,4184.009764,4230.720093,4134.539917,4553.2498780000005,4374.180052999998
2001-03-29,1153.290039,1161.689941,1136.260010,1147.949951,1147.949951,1234500000,5007.569823000001,4566.670044999999,4849.240236,5044.949826000002,4596.559813000002,4184.009764,4230.720093,4134.539917,4553.2498780000005,4374.180052999998
2001-03-30,1147.949951,1162.800049,1143.829956,1160.329956,1160.329956,1280800000,4981.959715000001,4574.790039999999,4849.240236,5075.319821000002,4596.559813000002,4184.009764,4230.720093,4134.539917,4553.2498780000005,4374.180052999998
2001-04-02,1160.329956,1169.510010,1137.510010,1145.869995,1145.869995,1254900000,4999.669676000001,4552.949951999999,4866.950197,5075.319821000002,4596.559813000002,4184.009764,4230.720093,4134.539917,4553.2498780000005,4374.180052999998
2001-04-03,1145.869995,1145.869995,1100.189941,1106.459961,1106.459961,1386100000,4999.669676000001,4552.949951999999,4890.680177,5039.0197720000015,4596.559813000002,4013.9597150000004,4230.720093,4134.539917,4553.2498780000005,4146.320067999998
2001-04-04,1106.459961,1117.500000,1091.989990,1103.250000,1103.250000,1425590000,4966.299681000001,4513.539917999999,4890.680177,5039.0197720000015,4596.559813000002,4013.9597150000004,4230.720093,4134.539917,4299.3098150000005,4146.320067999998
2001-04-05,1103.250000,1151.469971,1103.250000,1151.439941,1151.439941,1368000000,4966.299681000001,4513.539917999999,4890.680177,5039.0197720000015,4596.559813000002,4013.9597150000004,4230.720093,4134.539917,4038.2597660000006,4146.320067999998
2001-04-06,1151.439941,1151.439941,1119.290039,1128.430054,1128.430054,1266800000,4966.299681000001,4513.539917999999,4890.680177,5039.0197720000015,4502.139769000001,3924.1696760000004,4029.900024,4134.539917,4038.2597660000006,4146.320067999998
2001-04-09,1128.430054,1146.130005,1126.380005,1137.589966,1137.589966,1062800000,4966.299681000001,4513.539917999999,4890.680177,5039.0197720000015,4502.139769000001,3924.1696760000004,4029.900024,4134.539917,4038.2597660000006,4146.320067999998
2001-04-10,1137.589966,1173.920044,1137.589966,1168.380005,1168.380005,1349600000,4966.299681000001,4522.699829999999,4888.440187,5039.0197720000015,4502.139769000001,3924.1696760000004,4029.900024,3914.619873,3818.3397220000006,3917.900023999998
2001-04-11,1168.380005,1182.239990,1160.260010,1165.890015,1165.890015,1290300000,4966.299681000001,4522.699829999999,4888.440187,5039.0197720000015,4502.139769000001,3924.1696760000004,4029.900024,3914.619873,3818.3397220000006,3712.810057999998
2001-04-12,1165.890015,1183.510010,1157.729980,1183.500000,1183.500000,1102000000,4966.299681000001,4522.699829999999,4888.440187,5039.0197720000015,4502.139769000001,3924.1696760000004,3881.030029,3914.619873,3818.3397220000006,3712.810057999998
2001-04-16,1183.500000,1184.640015,1167.380005,1179.680054,1179.680054,913900000,4966.299681000001,4522.699829999999,4888.440187,5062.189816000002,4502.139769000001,3924.1696760000004,3881.030029,3914.619873,3818.3397220000006,3712.810057999998
2001-04-17,1179.680054,1192.250000,1168.900024,1191.810059,1191.810059,1109600000,4966.299681000001,4522.699829999999,4888.440187,5062.189816000002,4502.139769000001,3850.0496810000004,3881.030029,3914.619873,3818.3397220000006,3712.810057999998
2001-04-18,1191.810059,1248.420044,1191.810059,1238.160034,1238.160034,1918900000,4966.299681000001,4522.699829999999,4888.440187,5062.189816000002,4502.139769000001,3850.0496810000004,3881.030029,3914.619873,3818.3397220000006,3712.810057999998
2001-04-19,1238.160034,1253.709961,1233.390015,1253.689941,1253.689941,1486800000,4966.299681000001,4522.699829999999,4888.440187,5062.189816000002,4502.139769000001,3850.0496810000004,3817.660034,3914.619873,3818.3397220000006,3712.810057999998
2001-04-20,1253.699951,1253.699951,1234.410034,1242.979980,1242.979980,1338700000,4966.299681000001,4522.699829999999,4888.440187,5062.189816000002,4488.179686000001,3850.0496810000004,3817.660034,3914.619873,3818.3397220000006,3712.810057999998
2001-04-23,1242.979980,1242.979980,1217.469971,1224.359985,1224.359985,1012600000,4966.299681000001,4522.699829999999,4888.440187,5062.189816000002,4488.179686000001,3850.0496810000004,3817.660034,3914.619873,3818.3397220000006,3712.810057999998
2001-04-24,1224.359985,1233.540039,1208.890015,1209.469971,1209.469971,1216500000,4966.299681000001,4522.699829999999,4888.440187,5062.189816000002,4488.179686000001,3850.0496810000004,3817.660034,3914.619873,3818.3397220000006,3587.7000719999983
2001-04-25,1209.469971,1232.359985,1207.380005,1228.750000,1228.750000,1203600000,4966.299681000001,4522.699829999999,4888.440187,5143.229733000002,4488.179686000001,3850.0496810000004,3771.859985,3914.619873,3818.3397220000006,3587.7000719999983
2001-04-26,1228.750000,1248.300049,1228.750000,1234.520020,1234.520020,1345200000,4966.299681000001,4522.699829999999,4888.440187,5143.229733000002,4488.179686000001,3814.0596910000004,3771.859985,3914.619873,3818.3397220000006,3587.7000719999983
2001-04-27,1234.520020,1253.069946,1234.520020,1253.050049,1253.050049,1091300000,4966.299681000001,4522.699829999999,4975.010256,5143.229733000002,4488.179686000001,3814.0596910000004,3771.859985,3914.619873,3818.3397220000006,3469.9600819999982
2001-04-30,1253.050049,1269.300049,1243.989990,1249.459961,1249.459961,1266800000,4966.299681000001,4522.699829999999,4975.010256,5143.229733000002,4488.179686000001,3893.5496810000004,3771.859985,3914.619873,3818.3397220000006,3382.1201159999982
2001-05-01,1249.459961,1266.469971,1243.550049,1266.439941,1266.439941,1181300000,4966.299681000001,4522.699829999999,4975.010256,5143.229733000002,4483.839598000001,3893.5496810000004,3771.859985,3914.619873,3818.3397220000006,3382.1201159999982
2001-05-02,1266.439941,1272.930054,1257.699951,1267.430054,1267.430054,1342200000,4966.299681000001,4522.699829999999,4975.010256,5143.229733000002,4483.839598000001,3893.5496810000004,3771.859985,3816.88977,3818.3397220000006,3382.1201159999982
2001-05-03,1267.430054,1267.430054,1239.880005,1248.579956,1248.579956,1137900000,4966.299681000001,4522.699829999999,5091.000368999999,5143.229733000002,4483.839598000001,3893.5496810000004,3771.859985,3816.88977,3818.3397220000006,3319.2401109999983
2001-05-04,1248.579956,1267.510010,1232.000000,1266.609985,1266.609985,1082100000,4966.299681000001,4522.699829999999,5211.1502709999995,5199.999630000002,4483.839598000001,4019.9896220000005,3771.859985,3816.88977,3818.3397220000006,3319.2401109999983
2001-05-07,1266.609985,1270.000000,1259.189941,1263.510010,1263.510010,949000000,5080.219725000001,4540.729858999999,5298.080201999999,5223.629635000002,4483.839598000001,4019.9896220000005,3771.859985,3816.88977,3818.3397220000006,3269.9300519999983
2001-05-08,1266.709961,1267.010010,1253.000000,1261.199951,1261.199951,1006300000,5080.219725000001,4540.729858999999,5298.080201999999,5223.629635000002,4482.609618000001,4019.9896220000005,3771.859985,3714.38977,3818.3397220000006,3269.9300519999983
2001-05-09,1261.199951,1261.650024,1247.829956,1255.540039,1255.540039,1132400000,5080.219725000001,4540.729858999999,5298.080201999999,5223.629635000002,4482.609618000001,4019.9896220000005,3771.859985,3714.38977,3724.5897220000006,3269.9300519999983
2001-05-10,1255.540039,1268.140015,1254.560059,1255.180054,1255.180054,1056700000,5080.219725000001,4535.069946999999,5361.810181999999,5223.629635000002,4571.439696000001,4019.9896220000005,3771.859985,3714.38977,3724.5897220000006,3269.9300519999983
2001-05-11,1255.180054,1259.839966,1240.790039,1245.670044,1245.670044,906200000,5182.109740000001,4535.069946999999,5361.810181999999,5223.629635000002,4571.439696000001,4019.9896220000005,3771.859985,3714.38977,3724.5897220000006,3269.9300519999983
2001-05-14,1245.670044,1249.680054,1241.020020,1248.920044,1248.920044,858200000,5182.109740000001,4535.069946999999,5361.810181999999,5244.939694000002,4571.439696000001,4019.9896220000005,3771.859985,3714.38977,3596.5297860000005,3269.9300519999983
2001-05-15,1248.920044,1257.449951,1245.359985,1249.439941,1249.439941,1071800000,5182.109740000001,4535.069946999999,5361.810181999999,5259.339718000003,4571.439696000001,4086.7396220000005,3771.859985,3608.9997550000003,3596.5297860000005,3269.9300519999983
2001-05-16,1249.439941,1286.390015,1243.020020,1284.989990,1284.989990,1405300000,5182.109740000001,4535.069946999999,5361.810181999999,5259.339718000003,4571.439696000001,4086.7396220000005,3768.47998,3608.9997550000003,3596.5297860000005,3269.9300519999983
2001-05-17,1284.989990,1296.479980,1282.650024,1288.489990,1288.489990,1355600000,5182.109740000001,4535.069946999999,5361.810181999999,5259.339718000003,4571.439696000001,4086.7396220000005,3768.47998,3608.9997550000003,3596.5297860000005,3269.9300519999983
2001-05-18,1288.489990,1292.060059,1281.150024,1291.959961,1291.959961,1130800000,5324.729735000001,4535.069946999999,5412.140137999999,5280.399654000003,4571.439696000001,4086.7396220000005,3768.47998,3608.9997550000003,3596.5297860000005,3269.9300519999983
2001-05-21,1291.959961,1312.949951,1287.869995,1312.829956,1312.829956,1174900000,5324.729735000001,4542.039917999999,5479.740113999998,5280.399654000003,4571.439696000001,4086.7396220000005,3768.47998,3608.9997550000003,3596.5297860000005,3269.9300519999983
2001-05-22,1312.829956,1315.930054,1306.890015,1309.380005,1309.380005,1260400000,5324.729735000001,4542.039917999999,5479.740113999998,5332.0296590000025,4571.439696000001,4086.7396220000005,3768.47998,3608.9997550000003,3596.5297860000005,3269.9300519999983
2001-05-23,1309.380005,1309.380005,1288.699951,1289.050049,1289.050049,1134800000,5324.729735000001,4542.039917999999,5479.740113999998,5332.0296590000025,4571.439696000001,4242.8295880000005,3832.0,3608.9997550000003,3596.5297860000005,3311.6600329999983
2001-05-24,1289.050049,1295.040039,1281.219971,1293.170044,1293.170044,1100700000,5324.729735000001,4542.039917999999,5479.740113999998,5336.089718000003,4571.439696000001,4242.8295880000005,3881.110108,3608.9997550000003,3512.1098640000005,3311.6600329999983
2001-05-25,1293.170044,1293.170044,1276.420044,1277.890015,1277.890015,828100000,5324.729735000001,4542.039917999999,5479.740113999998,5336.089718000003,4571.439696000001,4242.8295880000005,3881.110108,3608.9997550000003,3512.1098640000005,3311.6600329999983
2001-05-29,1277.890015,1278.420044,1265.410034,1267.930054,1267.930054,1026000000,5436.729735000001,4531.4399429999985,5548.160157999999,5336.089718000003,4675.769652000001,4242.8295880000005,3881.110108,3545.9997550000003,3512.1098640000005,3349.610106999998
2001-05-30,1267.930054,1267.930054,1245.959961,1248.079956,1248.079956,1158600000,5436.729735000001,4531.4399429999985,5548.160157999999,5336.089718000003,4675.769652000001,4242.8295880000005,3881.110108,3545.9997550000003,3512.1098640000005,3349.610106999998
2001-05-31,1248.079956,1261.910034,1248.069946,1255.819946,1255.819946,1226600000,5446.649657000001,4466.6899429999985,5548.160157999999,5336.089718000003,4806.269652000001,4242.8295880000005,3881.110108,3545.9997550000003,3512.1098640000005,3349.610106999998
2001-06-01,1255.819946,1265.339966,1246.880005,1260.670044,1260.670044,1015000000,5446.649657000001,4466.6899429999985,5548.160157999999,5336.089718000003,4806.269652000001,4242.8295880000005,3881.110108,3487.0596910000004,3418.4598390000006,3349.610106999998
2001-06-04,1260.670044,1267.170044,1256.359985,1267.109985,1267.109985,836500000,5446.649657000001,4466.6899429999985,5555.780152999999,5336.089718000003,4806.269652000001,4242.8295880000005,3881.110108,3487.0596910000004,3418.4598390000006,3368.870116999998
2001-06-05,1267.109985,1286.619995,1267.109985,1283.569946,1283.569946,1116800000,5446.649657000001,4466.6899429999985,5555.780152999999,5311.239742000003,4806.269652000001,4242.8295880000005,3881.110108,3487.0596910000004,3418.4598390000006,3368.870116999998
2001-06-06,1283.569946,1283.849976,1269.010010,1270.030029,1270.030029,1061900000,5446.649657000001,4466.6899429999985,5555.780152999999,5311.239742000003,4806.269652000001,4242.8295880000005,3881.110108,3487.0596910000004,3418.4598390000006,3368.870116999998
2001-06-07,1270.030029,1277.079956,1265.079956,1276.959961,1276.959961,1089600000,5446.649657000001,4466.6899429999985,5570.630127999999,5288.099727000003,4806.269652000001,4242.8295880000005,3881.110108,3487.0596910000004,3418.4598390000006,3385.100096999998
2001-06-08,1276.959961,1277.109985,1259.989990,1264.959961,1264.959961,726200000,5446.649657000001,4466.6899429999985,5601.920044999999,5288.099727000003,4901.059569000001,4242.8295880000005,3881.110108,3487.0596910000004,3418.4598390000006,3385.100096999998
2001-06-11,1264.959961,1264.959961,1249.229980,1254.390015,1254.390015,870100000,5468.629638,4438.479859999999,5601.920044999999,5288.099727000003,5012.729491000001,4242.8295880000005,3904.660035,3487.0596910000004,3418.4598390000006,3385.100096999998
2001-06-12,1254.390015,1261.000000,1235.750000,1255.849976,1255.849976,1136500000,5473.559692000001,4438.479859999999,5601.920044999999,5288.099727000003,5012.729491000001,4242.8295880000005,3904.660035,3487.0596910000004,3418.4598390000006,3385.100096999998
2001-06-13,1255.849976,1259.750000,1241.589966,1241.599976,1241.599976,1063600000,5473.559692000001,4426.399781999999,5601.920044999999,5288.099727000003,5120.629516000001,4242.8295880000005,3904.660035,3487.0596910000004,3418.4598390000006,3385.100096999998
2001-06-14,1241.599976,1241.599976,1218.900024,1219.869995,1219.869995,1242900000,5473.559692000001,4426.399781999999,5601.920044999999,5288.099727000003,5201.899536000001,4381.179564,3884.369996,3487.0596910000004,3418.4598390000006,3361.960082999998
2001-06-15,1219.869995,1221.500000,1203.030029,1214.359985,1214.359985,1635550000,5473.559692000001,4426.399781999999,5536.800049999999,5288.099727000003,5201.899536000001,4381.179564,3884.369996,3487.0596910000004,3418.4598390000006,3361.960082999998
2001-06-18,1214.359985,1221.229980,1208.329956,1208.430054,1208.430054,1111600000,5473.559692000001,4426.399781999999,5536.800049999999,5288.099727000003,5287.829467000001,4457.949583,3884.369996,3371.1096170000005,3418.4598390000006,3361.960082999998
2001-06-19,1208.430054,1226.109985,1207.709961,1212.579956,1212.579956,1184900000,5433.409790000001,4426.399781999999,5536.800049999999,5288.099727000003,5358.669555000001,4457.949583,3884.369996,3371.1096170000005,3418.4598390000006,3361.960082999998
2001-06-20,1212.579956,1225.609985,1210.069946,1223.140015,1223.140015,1350100000,5397.069702000001,4426.399781999999,5436.550049999999,5288.099727000003,5358.669555000001,4457.949583,3863.529908,3257.0795880000005,3418.4598390000006,3361.960082999998
2001-06-21,1223.140015,1240.239990,1220.250000,1237.040039,1237.040039,1546820000,5397.069702000001,4426.399781999999,5436.550049999999,5288.099727000003,5358.669555000001,4457.949583,3863.529908,3257.0795880000005,3418.4598390000006,3351.680053999998
