Date,Open,High,Low,Close,Adj Close,Volume,Episode 0,Episode 1,Episode 2,Episode 3,Episode 4,Episode 5,Episode 6,Episode 7,Episode 8,Episode 9,Episode 10,Episode 11,Episode 12,Episode 13,Episode 14,Episode 15,Episode 16,Episode 17,Episode 18,Episode 19
2018-12-04,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4499840000,10014.639890999999,10003.450196,10008.040039,10061.010254,10000,10108.200195,9990.670166,9989.400146999998,10069.5,9853.969727,10012.78003,10108.280274,10069.439942,9948.349854,9873.539796,10199.469969999998,9940.309815,10199.910155,9902.360108,10076.989989999998
2018-12-06,2663.510010,2696.149902,2621.530029,2695.949951,2695.949951,5141470000,10014.639890999999,10003.450196,10025.930176,10061.010254,10000,10108.200195,9990.670166,9989.400146999998,10069.5,9921.469727,10012.78003,10108.280274,10069.439942,9948.349854,9873.539796,10199.469969999998,9940.309815,10199.910155,9902.360108,10076.989989999998
2018-12-07,2691.260010,2708.540039,2623.139893,2633.080078,2633.080078,4216690000,10014.639890999999,10003.450196,10025.930176,9966.590088,9958.149902000001,10060.360107,9990.670166,9985.290039,10069.5,9921.469727,10012.78003,10108.280274,10027.589844000002,9948.349854,9869.429688,10199.469969999998,9845.889649,10222.410155,9902.360108,10076.989989999998
2018-12-10,2630.860107,2647.510010,2583.229980,2637.719971,2637.719971,4151030000,9997.790036999999,10003.450196,10025.930176,9966.590088,9831.060058000001,10060.360107,9990.670166,9985.290039,10069.5,9921.469727,10012.78003,10108.280274,10027.589844000002,9948.349854,9869.429688,10199.469969999998,9845.889649,10222.410155,9902.360108,10076.989989999998
2018-12-11,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3905870000,9997.790036999999,10003.450196,10025.930176,9904.25,9831.060058000001,10060.360107,9990.670166,9985.290039,10025.050049,9921.469727,10012.78003,10108.280274,9874.939698000002,9948.349854,9874.069581,10199.469969999998,9845.889649,10069.760009,9902.360108,10076.989989999998
2018-12-12,2658.229980,2685.439941,2650.260010,2651.070068,2651.070068,3958890000,9997.790036999999,10003.450196,10025.930176,9904.25,9767.780028000001,10060.360107,9990.670166,9984.350096999999,10025.050049,9921.469727,10011.840088,10108.280274,9878.639649000002,9947.409912,9874.069581,10199.469969999998,9845.889649,10069.760009,9801.340088,10076.989989999998
2018-12-13,2658.699951,2670.189941,2637.270020,2650.540039,2650.540039,3927720000,9997.790036999999,10003.450196,10025.930176,9904.25,9767.780028000001,9951.260253,9990.670166,9984.350096999999,9938.320067999999,9921.469727,10011.840088,10108.280274,9878.639649000002,9947.409912,9874.069581,10199.469969999998,9845.889649,10069.760009,9801.340088,10076.989989999998
2018-12-14,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4035020000,9997.790036999999,10020.910157,9938.670166,9903.719971,9767.780028000001,9951.260253,10004.430176,9984.350096999999,9888.800048,9921.469727,10011.310059000001,10108.280274,9878.639649000002,9947.409912,9874.069581,10199.469969999998,9845.889649,10069.22998,9801.340088,10076.989989999998
2018-12-17,2590.750000,2601.129883,2530.540039,2545.939941,2545.939941,4616350000,9997.790036999999,10020.910157,9778.450195,9903.719971,9767.780028000001,9951.260253,10004.430176,9984.350096999999,9888.800048,9921.469727,10011.310059000001,10070.510254,9878.639649000002,9947.409912,9837.239503,10199.469969999998,9845.889649,10069.22998,9801.340088,10076.989989999998
2018-12-18,2559.899902,2573.989990,2528.709961,2546.159912,2546.159912,4470880000,9997.790036999999,10020.910157,9534.020019,9903.719971,9675.999998000001,9951.260253,10004.430176,9930.340086999999,9738.790038,9921.469727,10011.310059000001,9979.670166,9774.039551000002,9947.409912,9732.639405000002,10145.459959999998,9740.759522,10069.22998,9801.340088,10076.989989999998
2018-12-19,2547.050049,2585.290039,2488.959961,2506.959961,2506.959961,5127940000,9911.389889999999,10020.910157,9534.020019,9903.719971,9675.999998000001,9797.360106,10004.650147,9930.340086999999,9738.790038,9794.179688,10011.310059000001,9874.76001,9774.039551000002,9947.409912,9732.639405000002,10145.459959999998,9636.379395,10069.22998,9587.330078,9985.429930999999
2018-12-20,2496.770020,2509.629883,2441.179932,2467.419922,2467.419922,5585780000,9911.389889999999,10020.910157,9534.020019,9903.719971,9675.999998000001,9797.360106,10004.650147,9930.340086999999,9738.790038,9557.349610000001,10011.310059000001,9874.76001,9774.039551000002,9947.409912,9732.639405000002,10145.459959999998,9636.379395,10069.22998,9587.330078,9985.429930999999
2018-12-21,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7609010000,9588.439695,9851.55005,9534.020019,9771.189942,9675.999998000001,9631.69995,10004.650147,9930.340086999999,9738.790038,9557.349610000001,10011.310059000001,9874.76001,9774.039551000002,9907.869873,9732.639405000002,10145.459959999998,9596.839356,10069.22998,9587.330078,9985.429930999999
2018-12-24,2400.560059,2410.340088,2351.100098,2351.100098,2351.100098,2613930000,9588.439695,9617.100099,9534.020019,9771.189942,9675.999998000001,9631.69995,10004.650147,9879.540281999998,9738.790038,9557.349610000001,10011.310059000001,9640.840088,9774.039551000002,9907.869873,9732.639405000002,10145.459959999998,9596.839356,10069.22998,9587.330078,9802.100096999999
2018-12-26,2363.120117,2467.760010,2346.580078,2467.699951,2467.699951,4233990000,9588.439695,9617.100099,9534.020019,9576.350099000001,9675.999998000001,9332.260009,10004.650147,9879.540281999998,9453.110106999999,9270.729737000001,9816.470216000002,9640.840088,9774.039551000002,9907.869873,9616.319581000002,10029.140135999998,9596.839356,10069.22998,9148.060059000001,9802.100096999999
2018-12-27,2442.500000,2489.100098,2397.939941,2488.830078,2488.830078,4096610000,9356.079587,9484.850099,9534.020019,9576.350099000001,9675.999998000001,9200.010009,10004.930176,9996.140134999998,9453.110106999999,9270.729737000001,9777.210206000002,9640.840088,9774.039551000002,9958.949707,9616.319581000002,10029.140135999998,9647.91919,10069.22998,9148.060059000001,9802.100096999999
2018-12-28,2498.770020,2520.270020,2472.889893,2485.739990,2485.739990,3702620000,9356.079587,9484.850099,9534.020019,9519.020265000001,9675.999998000001,9200.010009,10077.140137,9996.140134999998,9395.780272999998,9270.729737000001,9777.210206000002,9640.840088,9774.039551000002,9958.949707,9616.319581000002,10029.140135999998,9647.91919,10069.22998,9148.060059000001,9802.100096999999
2018-12-31,2498.939941,2509.239990,2482.820068,2506.850098,2506.850098,3442870000,9145.869626,9484.850099,9530.929930999999,9519.020265000001,9675.999998000001,9200.010009,10077.140137,9996.140134999998,9395.780272999998,9119.689698000002,9777.210206000002,9640.840088,9792.079590000001,9958.949707,9616.319581000002,10029.140135999998,9647.91919,10069.22998,9148.060059000001,9802.100096999999
2019-01-02,2476.959961,2519.489990,2467.469971,2510.030029,2510.030029,3733160000,9145.869626,9445.540285,9530.929930999999,9519.020265000001,9675.999998000001,9199.900146,10077.140137,9996.140134999998,9395.780272999998,9119.689698000002,9777.210206000002,9640.840088,9792.079590000001,9958.949707,9616.319581000002,10029.140135999998,9803.66919,10069.22998,8958.960206000002,9801.990233999999
2019-01-03,2491.919922,2493.139893,2443.959961,2447.889893,2447.889893,3822860000,9019.119626,9445.540285,9530.929930999999,9612.430177000002,9675.999998000001,9199.900146,10077.140137,9996.140134999998,9395.780272999998,9119.689698000002,9777.210206000002,9640.840088,9792.079590000001,10117.879638,9616.319581000002,10071.470213999997,9803.66919,10069.22998,8958.960206000002,9801.990233999999
2019-01-04,2474.330078,2538.070068,2474.330078,2531.939941,2531.939941,4213410000,8815.939451,9445.540285,9530.929930999999,9612.430177000002,9638.149901,9199.900146,10077.140137,9955.199949999998,9395.780272999998,9119.689698000002,9808.479982,9640.840088,9729.939454000001,10076.939453,9616.319581000002,10033.620116999997,9803.66919,10069.22998,8958.960206000002,9801.990233999999
2019-01-07,2535.610107,2566.159912,2524.560059,2549.689941,2549.689941,4104710000,8815.939451,9445.540285,9552.839842999998,9612.430177000002,9663.239744,9199.900146,10077.140137,9955.199949999998,9417.690185,9119.689698000002,9808.479982,9640.840088,9729.939454000001,10076.939453,9616.319581000002,10058.709959999996,9803.66919,10091.139892,8944.960206000002,9866.510252999999
2019-01-08,2568.110107,2579.820068,2547.560059,2574.409912,2574.409912,4083030000,8815.939451,9445.540285,9552.839842999998,9612.430177000002,9663.239744,9239.560058,10116.800049000001,9972.949949999998,9417.690185,9018.309571000002,9808.479982,9742.640136000002,9729.939454000001,10076.939453,9616.319581000002,10058.709959999996,9803.66919,10192.93994,8944.960206000002,9866.510252999999
2019-01-09,2580.000000,2595.320068,2568.889893,2584.959961,2584.959961,4052480000,8815.939451,9445.540285,9552.839842999998,9612.430177000002,9663.239744,9366.080076999999,10116.800049000001,9972.949949999998,9417.690185,9046.779542000002,9808.479982,9742.640136000002,9729.939454000001,10165.609375,9616.319581000002,10058.709959999996,9803.66919,10192.93994,9012.410157000002,9930.890135999998
2019-01-10,2573.510010,2597.820068,2562.020020,2596.639893,2596.639893,3704500000,8815.939451,9445.540285,9552.839842999998,9729.690187000002,9663.239744,9366.080076999999,10253.870117000002,9972.949949999998,9417.690185,9215.119386000002,9808.479982,9742.640136000002,9729.939454000001,10218.629395,9616.319581000002,10058.709959999996,9803.66919,10192.93994,9012.410157000002,9930.890135999998
2019-01-11,2588.110107,2596.270020,2577.399902,2596.260010,2596.260010,3434490000,8815.939451,9535.220216999998,9564.519774999997,9729.690187000002,9663.239744,9366.080076999999,10318.570069000001,9995.179930999999,9429.370116999999,9322.929201000003,9916.289797000001,9742.640136000002,9729.939454000001,10218.629395,9616.319581000002,10058.709959999996,9803.66919,10192.93994,9012.410157000002,9930.890135999998
2019-01-14,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3664450000,8761.659422,9581.790285999998,9564.519774999997,9819.100099000003,9674.539793,9430.400145999998,10318.570069000001,9995.179930999999,9429.370116999999,9322.929201000003,9916.289797000001,9742.640136000002,9729.939454000001,10218.629395,9616.319581000002,10058.709959999996,9803.66919,10192.93994,9012.410157000002,10079.260252999999
2019-01-15,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3572330000,8761.659422,9581.790285999998,9564.519774999997,9819.100099000003,9674.539793,9430.400145999998,10326.770264,9995.179930999999,9429.370116999999,9309.279298000003,9916.289797000001,9742.640136000002,9727.589600000001,10251.549561,9616.319581000002,10058.709959999996,9803.66919,10201.140135,9012.410157000002,10112.180418999998
2019-01-16,2614.750000,2625.760010,2612.679932,2616.100098,2616.100098,3863770000,8772.00952,9581.790285999998,9564.519774999997,9897.460207000004,9674.539793,9430.400145999998,10326.770264,9995.179930999999,9429.370116999999,9309.279298000003,10040.849856,9778.530273000002,9727.589600000001,10265.209717,9630.359620000001,10058.709959999996,9803.66919,10201.140135,9012.410157000002,10112.180418999998
2019-01-17,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3772270000,8899.27954,9581.790285999998,9584.359862999998,9963.870364000004,9674.539793,9430.400145999998,10326.770264,9995.179930999999,9435.170165999998,9309.279298000003,10125.010013000001,9778.530273000002,9733.389649,10265.209717,9630.359620000001,10058.709959999996,9803.66919,10201.140135,9018.210206000002,10112.180418999998
2019-01-18,2651.270020,2675.469971,2647.580078,2670.709961,2670.709961,3986730000,9028.389403,9581.790285999998,9584.359862999998,9963.870364000004,9674.539793,9430.400145999998,10326.770264,9995.179930999999,9435.170165999998,9309.279298000003,10125.010013000001,9778.530273000002,9733.389649,10265.209717,9630.359620000001,10058.709959999996,9803.66919,10240.460202999999,9018.210206000002,10112.180418999998
2019-01-22,2657.879883,2657.879883,2617.270020,2632.899902,2632.899902,3908030000,9028.389403,9581.790285999998,9584.359862999998,10051.970218000004,9674.539793,9504.470213999997,10361.520264,10069.629882,9435.170165999998,9309.279298000003,10125.010013000001,9778.530273000002,9768.139649,10265.209717,9630.359620000001,10058.709959999996,9803.66919,10314.910154,9018.210206000002,10112.180418999998
2019-01-23,2643.479980,2653.189941,2612.860107,2638.699951,2638.699951,3335610000,9129.349364,9640.280275999998,9634.649657999998,10048.910159000005,9636.729734,9504.470213999997,10361.520264,10119.919677,9435.170165999998,9309.279298000003,10125.010013000001,9778.530273000002,9768.139649,10227.399658,9630.359620000001,10058.709959999996,9886.879151000001,10314.910154,9018.210206000002,10112.180418999998
2019-01-24,2638.840088,2647.199951,2627.010010,2642.330078,2642.330078,3433250000,9218.359374,9696.370119999998,9637.389647999998,10048.910159000005,9636.729734,9504.470213999997,10361.520264,10119.919677,9435.170165999998,9309.279298000003,10125.010013000001,9832.270263000002,9773.939698,10227.399658,9630.359620000001,10064.510008999996,9886.879151000001,10314.910154,9018.210206000002,10112.180418999998
2019-01-25,2657.439941,2672.379883,2657.330078,2664.760010,2664.760010,3814080000,9218.359374,9696.370119999998,9637.389647999998,10052.540286000005,9636.729734,9504.470213999997,10361.520264,10119.919677,9435.170165999998,9309.279298000003,10125.010013000001,9832.270263000002,9773.939698,10231.029785,9630.359620000001,10064.510008999996,9913.109131000001,10346.940182999999,9027.640382000001,10112.180418999998
2019-01-28,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3612810000,9308.709471999999,9696.370119999998,9637.389647999998,10052.540286000005,9636.729734,9504.470213999997,10361.520264,10119.919677,9461.230224999998,9309.279298000003,10125.010013000001,9900.390380000003,9773.939698,10231.029785,9630.359620000001,10064.510008999996,9913.109131000001,10346.940182999999,9027.640382000001,10134.610351
2019-01-29,2644.889893,2650.929932,2631.050049,2640.000000,2640.000000,3504200000,9308.709471999999,9696.370119999998,9637.389647999998,10031.630374000004,9636.729734,9504.470213999997,10363.040284,10119.919677,9461.230224999998,9309.279298000003,10125.010013000001,9908.280517000003,9773.939698,10231.029785,9630.359620000001,10064.510008999996,9920.999268000001,10346.940182999999,9027.640382000001,10134.610351
2019-01-30,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3867810000,9308.709471999999,9696.370119999998,9637.389647999998,10031.630374000004,9636.729734,9534.170164999998,10363.040284,10119.919677,9461.230224999998,9309.279298000003,10125.010013000001,9908.280517000003,9773.939698,10231.029785,9626.509522,10064.510008999996,9920.999268000001,10346.940182999999,9027.640382000001,10134.610351
2019-01-31,2685.489990,2708.949951,2678.649902,2704.100098,2704.100098,4917650000,9308.709471999999,9696.370119999998,9637.389647999998,10031.630374000004,9677.779783,9534.170164999998,10363.040284,10119.919677,9461.230224999998,9319.619386000002,10209.800052,9908.280517000003,9773.939698,10231.029785,9626.509522,10064.510008999996,9920.999268000001,10346.940182999999,9027.640382000001,10134.610351
2019-02-01,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3759270000,9308.709471999999,9696.370119999998,9637.389647999998,10031.630374000004,9677.779783,9622.170164999998,10402.380372,10213.719726,9461.230224999998,9381.389406000002,10209.800052,9970.050537000003,9773.939698,10231.029785,9626.509522,10064.510008999996,9960.339356,10346.940182999999,9027.640382000001,10134.610351
2019-02-04,2706.489990,2724.989990,2698.750000,2724.870117,2724.870117,3359840000,9308.709471999999,9792.600099999998,9639.819578999999,10031.630374000004,9677.779783,9690.000242999999,10468.910401,10213.719726,9461.230224999998,9381.389406000002,10209.800052,9970.050537000003,9773.939698,10256.509765,9626.509522,10064.510008999996,9960.339356,10346.940182999999,9027.640382000001,10134.610351
2019-02-05,2728.340088,2738.979980,2724.030029,2737.699951,2737.699951,3560430000,9308.709471999999,9846.760255999998,9639.819578999999,10031.630374000004,9677.779783,9690.000242999999,10468.910401,10213.719726,9461.230224999998,9381.389406000002,10209.800052,9970.050537000003,9773.939698,10256.509765,9670.329590000001,10085.280027999996,9960.339356,10346.940182999999,9027.640382000001,10134.610351
2019-02-06,2735.050049,2738.080078,2724.149902,2731.610107,2731.610107,3472690000,9308.709471999999,9919.700196999998,9639.819578999999,10129.330325000004,9711.379636,9690.000242999999,10468.910401,10286.659667,9461.230224999998,9381.389406000002,10209.800052,9970.050537000003,9773.939698,10256.509765,9670.329590000001,10085.280027999996,9973.16919,10346.940182999999,9027.640382000001,10134.610351
2019-02-07,2717.530029,2719.320068,2687.260010,2706.050049,2706.050049,4099490000,9308.709471999999,9919.700196999998,9646.559569,10136.070315000004,9711.379636,9777.760251999998,10468.910401,10286.659667,9461.230224999998,9381.389406000002,10305.450198,10020.610595000002,9773.939698,10256.509765,9670.329590000001,10085.280027999996,9973.16919,10346.940182999999,9027.640382000001,10134.610351
2019-02-08,2692.360107,2708.070068,2681.830078,2707.879883,2707.879883,3622330000,9308.709471999999,9919.700196999998,9646.559569,10136.070315000004,9710.899656,9777.760251999998,10468.910401,10352.709716,9461.230224999998,9381.389406000002,10340.790286,10020.610595000002,9773.939698,10237.689697000002,9672.279541000002,10085.280027999996,9973.16919,10328.120114999998,9027.640382000001,10136.560302
2019-02-11,2712.399902,2718.050049,2703.790039,2709.800049,2709.800049,3361970000,9308.709471999999,9919.700196999998,9616.739501,10136.070315000004,9687.169431999999,9777.760251999998,10468.910401,10328.979491999999,9461.230224999998,9381.389406000002,10404.820071,10020.610595000002,9777.719483,10237.689697000002,9642.459473000003,10085.280027999996,9973.16919,10328.120114999998,9027.640382000001,10136.560302
2019-02-12,2722.610107,2748.189941,2722.610107,2744.729980,2744.729980,3827770000,9433.54956,9919.700196999998,9616.739501,10136.070315000004,9687.169431999999,9777.760251999998,10468.910401,10328.979491999999,9461.230224999998,9381.389406000002,10474.62012,10020.610595000002,9777.719483,10237.689697000002,9642.459473000003,10085.280027999996,9973.16919,10328.120114999998,9027.640382000001,10139.830322
2019-02-13,2750.300049,2761.850098,2748.629883,2753.030029,2753.030029,3670770000,9433.54956,10020.580079,9616.739501,10136.070315000004,9687.169431999999,9777.760251999998,10468.910401,10328.979491999999,9461.230224999998,9381.389406000002,10474.62012,10020.610595000002,9777.719483,10272.619628000002,9642.459473000003,10120.209958999996,10010.019287000001,10328.120114999998,9066.320313000002,10152.950195
2019-02-14,2743.500000,2757.899902,2731.229980,2745.729980,2745.729980,3836700000,9589.939696,10020.580079,9616.739501,10136.070315000004,9687.169431999999,9849.740231999998,10468.910401,10328.979491999999,9506.380370999997,9428.369386000002,10474.62012,10020.610595000002,9777.719483,10272.619628000002,9642.459473000003,10120.209958999996,10010.019287000001,10328.120114999998,9066.320313000002,10152.950195
2019-02-15,2760.239990,2775.659912,2760.239990,2775.600098,2775.600098,3641370000,9589.939696,10020.580079,9616.739501,10136.070315000004,9687.169431999999,9870.600094999998,10468.910401,10328.979491999999,9506.380370999997,9428.369386000002,10474.62012,10020.610595000002,9816.919434000001,10272.619628000002,9643.459473000003,10120.209958999996,10010.019287000001,10328.120114999998,9066.320313000002,10152.950195
2019-02-19,2769.280029,2787.330078,2767.290039,2779.760010,2779.760010,3533710000,9782.929687,10115.130127999999,9616.739501,10136.070315000004,9687.169431999999,9870.600094999998,10468.910401,10328.979491999999,9506.380370999997,9496.089601000001,10474.62012,10090.160644000001,9816.919434000001,10272.619628000002,9643.459473000003,10120.209958999996,10075.819336,10328.120114999998,9066.320313000002,10152.950195
2019-02-20,2779.050049,2789.879883,2774.060059,2784.699951,2784.699951,3835450000,9782.929687,10141.860109,9690.449462,10170.100345000004,9757.129393,9870.600094999998,10517.060303999999,10328.979491999999,9506.380370999997,9566.049562000002,10547.850101,10090.160644000001,9858.979493,10272.619628000002,9643.459473000003,10124.369870999995,10075.819336,10328.120114999998,9093.050294000002,10152.950195
2019-02-21,2780.239990,2781.580078,2764.550049,2774.879883,2774.879883,3559710000,9925.29956,10141.860109,9690.449462,10170.100345000004,9796.099364,9870.600094999998,10593.880372,10328.979491999999,9506.380370999997,9605.019533000002,10607.679935,10090.160644000001,9937.629395,10281.719481000002,9643.459473000003,10124.369870999995,10075.819336,10337.219967999998,9093.050294000002,10152.950195
2019-02-22,2780.669922,2794.199951,2779.110107,2792.669922,2792.669922,3427810000,9925.29956,10141.860109,9690.449462,10170.100345000004,9796.099364,9935.679928999998,10593.880372,10328.979491999999,9506.380370999997,9605.019533000002,10607.679935,10090.160644000001,9937.629395,10281.719481000002,9643.459473000003,10124.369870999995,10065.999268,10332.339840999997,9093.050294000002,10152.950195
2019-02-25,2804.350098,2813.489990,2794.989990,2796.110107,2796.110107,3804380000,9925.29956,10141.860109,9773.319335,10170.100345000004,9813.169188,9935.679928999998,10593.880372,10328.979491999999,9506.380370999997,9622.809572000002,10662.649906,10090.160644000001,9937.629395,10299.509520000001,9643.459473000003,10124.369870999995,10065.999268,10332.339840999997,9093.050294000002,10160.920166
2019-02-26,2792.360107,2803.120117,2789.469971,2793.899902,2793.899902,3645680000,9925.29956,10141.860109,9773.319335,10170.100345000004,9813.169188,9947.090084999998,10593.880372,10328.979491999999,9506.380370999997,9622.809572000002,10714.030033000001,10176.470702000002,9937.629395,10299.509520000001,9663.969482000002,10124.369870999995,10065.999268,10332.339840999997,9113.560303000002,10160.920166
2019-02-27,2787.500000,2795.760010,2775.129883,2792.379883,2792.379883,3767130000,10075.349364,10141.860109,9773.319335,10170.100345000004,9813.169188,9948.320064999998,10677.980225,10328.979491999999,9506.380370999997,9622.809572000002,10714.030033000001,10225.640624000003,9937.629395,10299.509520000001,9663.969482000002,10124.369870999995,10063.789063,10332.339840999997,9122.760254000003,10160.920166
2019-02-28,2788.110107,2793.729980,2782.510010,2784.489990,2784.489990,4396930000,10075.349364,10141.860109,9773.319335,10186.880130000005,9813.169188,9948.320064999998,10677.980225,10328.979491999999,9506.380370999997,9622.809572000002,10753.379887000001,10238.260497000003,10020.209229,10299.509520000001,9663.969482000002,10124.369870999995,10063.789063,10332.339840999997,9140.260254000003,10160.920166
2019-03-01,2798.219971,2808.020020,2787.379883,2803.689941,2803.689941,3972280000,10075.349364,10141.860109,9773.319335,10186.880130000005,9813.169188,9948.320064999998,10677.980225,10328.979491999999,9506.380370999997,9622.809572000002,10753.379887000001,10238.050536000002,10051.66919,10299.509520000001,9663.759521000002,10124.369870999995,10063.789063,10332.339840999997,9140.260254000003,10160.920166
2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3919810000,10075.349364,10151.650147999999,9773.319335,10186.880130000005,9813.169188,9967.520015999999,10677.980225,10357.789549999998,9506.380370999997,9622.809572000002,10811.339848000001,10249.070555000002,10051.66919,10299.509520000001,9692.569579000003,10124.369870999995,10063.789063,10332.339840999997,9151.280273000002,10160.920166
2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3585690000,10164.059325,10151.650147999999,9773.319335,10186.880130000005,9813.169188,9967.520015999999,10677.980225,10357.789549999998,9514.700439999997,9622.809572000002,10828.549809000002,10249.070555000002,10050.579347,10299.509520000001,9692.999755000003,10124.369870999995,10052.909180999999,10332.339840999997,9151.280273000002,10160.920166
2019-03-06,2790.270020,2790.270020,2768.689941,2771.449951,2771.449951,3786600000,10164.059325,10151.650147999999,9773.319335,10186.880130000005,9810.439207,9967.520015999999,10714.600097999999,10357.789549999998,9514.700439999997,9622.809572000002,10824.299809000002,10249.070555000002,10050.579347,10299.509520000001,9692.999755000003,10124.369870999995,10052.909180999999,10332.339840999997,9151.280273000002,10160.920166
2019-03-07,2766.530029,2767.250000,2739.090088,2748.929932,2748.929932,3904860000,10164.059325,10151.650147999999,9773.319335,10165.660159000005,9810.439207,9967.520015999999,10714.600097999999,10357.789549999998,9482.460449999997,9622.809572000002,10824.299809000002,10249.070555000002,10050.579347,10299.509520000001,9692.999755000003,10124.369870999995,10052.909180999999,10332.339840999997,9129.920165000003,10160.920166
2019-03-08,2730.790039,2744.129883,2722.270020,2743.070068,2743.070068,3423130000,10164.059325,10151.650147999999,9773.319335,10118.479984000005,9810.439207,9967.520015999999,10714.600097999999,10357.789549999998,9482.460449999997,9622.809572000002,10824.299809000002,10249.070555000002,10050.579347,10299.509520000001,9692.999755000003,10124.369870999995,10052.909180999999,10332.339840999997,9129.920165000003,10160.920166
